date, pm25, pm10, o3, no2
2018-12-10, , ,42,30
2018-12-11, , ,45,37
2018-12-12, , ,63,25
2018-12-13, , ,30,19
2018-07-03, , ,61,17
2018-07-20, , ,66,19
2018-07-21, , ,63,20
2018-07-22, , ,45,11
2018-07-23, , ,82,12
2018-07-24, , ,85,18
2018-07-25, , ,69,20
2018-07-26, , ,56,20
2018-07-29, , ,63,19
2018-07-30, , ,26,13
2018-07-31, , ,63,18
2018-08-01, , ,80,20
2018-08-02, , ,45,14
2018-08-31, , ,59,16
2018-09-01, , ,66,20
2018-09-02, , ,13,20
2018-09-08, , ,63,24
2018-09-09, , ,70,17
2018-09-18, , ,44,24
2018-09-19, , ,60,24
2018-09-20, , ,76,21
2018-09-21, , ,31,19
2018-09-22, , ,48,14
2018-04-02, , ,70,11
2018-04-03, , ,86,20
2018-04-04, , ,60,19
2018-04-05, , ,104,21
2018-04-06, , ,65,16
2018-04-07, , ,58,29
2018-04-10, , ,67,14
2018-04-12, , ,58,29
2018-04-13, , ,8,26
2018-04-14, , ,59,23
2018-04-15, , ,57,9
2018-04-16, , ,66,15
2018-04-17, , ,86,25
2018-04-18, , ,103,22
2018-04-19, , ,77,27
2018-04-20, , ,68,21
2018-04-21, , ,93,23
2018-04-22, , ,97,22
2018-04-23, , ,102,16
2018-04-24, , ,90,23
2018-04-25, , ,50,24
2018-04-26, , ,52,23
2018-04-27, , ,79,29
2018-04-28, , ,116,25
2018-04-29, , ,91,20
2018-04-30, , ,82,20
2018-05-01, , ,51,30
2018-05-02, , ,55,15
2018-05-03, , ,45,21
2018-05-04, , ,78,26
2018-05-05, , ,84,25
2018-05-06, , ,52,17
2018-05-07, , ,30,15
2018-05-08, , ,34,23
2018-05-09, , ,17,25
2018-05-10, , ,65,21
2018-05-11, , ,90,22
2018-05-12, , ,108,23
2018-05-13, , ,114,16
2018-05-14, , ,111,14
2018-05-15, , ,77,27
2018-05-16, , ,71,21
2018-01-09, , ,26,34
2018-01-10, , ,38,37
2018-01-11, , ,71,45
2018-01-12, , ,84,33
2018-01-13, , ,46,28
2018-01-14, , ,43,27
2018-01-15, , ,37,35
2018-01-16, , ,49,35
2018-01-17, , ,45,33
2018-01-18, , ,63,36
2018-01-19, , ,71,37
2018-01-20, , ,65,20
2018-01-21, , ,53,18
2018-01-22, , ,56,22
2018-01-23, , ,57,28
2018-01-24, , ,55,32
2018-01-25, , ,40,27
2018-01-26, , ,33,29
2018-01-27, , ,45,26
2018-01-28, , ,48,17
2018-01-29, , ,18,19
2018-01-30, , ,17,30
2018-01-31, , ,28,27
2018-02-01, , ,23,22
2018-02-02, , ,23,24
2018-02-03, , ,57,27
2018-02-04, , ,63,21
2018-02-05, , ,80,15
2018-02-06, , ,66,24
2018-02-07, , ,75,23
2018-02-08, , ,47,15
2018-02-09, , ,49,27
2018-02-10, , ,24,19
2018-02-11, , ,34,14
2018-02-12, , ,38,23
2018-02-13, , ,60,30
2018-02-14, , ,53,23
2018-02-15, , ,71,29
2018-02-16, , ,74,28
2018-02-17, , ,85,24
2018-02-18, , ,69,19
2018-02-19, , ,83,19
2018-02-20, , ,66,18
