date, pm25, pm10, o3, no2
2017-08-06,77,30,51,16
2017-08-07,61,42,47,19
2017-08-08,71,28,46,14
2017-08-09,47,27,24,15
2017-08-10,49,10,16,15
2017-08-11,25,30,40,19
2017-08-12,52,26,41,15
2017-08-13,45,22,51,13
2017-08-14,48,22,37,17
2017-08-15,34,45,40,26
2017-08-16,82,28,29,19
2017-08-17,44,31,35,15
2017-08-18,47,37,41,20
2017-08-19,68,25,38,18
2017-08-20,43,20,36,9
2017-08-21,40,23,29,12
2017-08-22,33,22,32,12
2017-08-23,36,25,31,12
2017-08-24,44,19,37,13
2017-08-25,30,41,39,27
2017-08-26,66,31,46,20
2017-08-27,56,27,43,17
2017-08-28,61,15,34,17
2017-08-29,39,14,20,17
2017-08-30,33,15,26,18
2017-08-31,40,29,30,24
2017-09-01,60,22,30,20
2017-09-02,44,18,27,12
2017-09-03,39,11,30,9
2017-09-04,27,22,31,21
2017-09-05,48,18,27,17
2017-09-06,42, , , 
2017-09-11,31,22,40,15
2017-09-12,43,37,50,19
2017-09-13,64,64,42,31
2017-09-14,88,53,49,29
2017-09-15,77,49,55,25
2017-09-16,68,56,79,24
2017-09-17,105,20,42,13
2017-09-18,48,27,29,16
2017-09-19,42,28,14,15
2017-09-20,54,39,19,15
2017-09-21,38,32,57,18
2017-09-22,63,26,34,18
2017-09-23,54,19,32,15
2017-09-24,36,16,27,11
2017-09-25,43,20,26,18
2017-09-26,45,42,47,23
2017-09-27,78,27,32,20
2017-09-28,60,20,23,13
2017-09-29,41,15,20,15
2017-09-30,27,16,17,12
2017-10-01,45,13,25,11
2017-04-02,70, , , 
2017-04-05,80,99,62,26
2017-04-06,138,54,76,20
2017-04-07,92,58,11,32
2017-04-08,90,72,65,30
2017-04-09,107,54,68,27
2017-04-10,100,56,63,23
2017-04-11,113,60,52,25
2017-04-12,99,39,46,14
2017-04-13,57,42,50,15
2017-04-14,67,34,56,12
2017-04-15,59,35,54,13
2017-04-16,62,38,53,14
2017-04-17,65,37,58,23
2017-04-18,82,38,61,20
2017-04-19,71,40,57,26
2017-04-20,83,41,64,23
2017-04-21,77,46,62,23
2017-04-22,83,55,62,21
2017-04-23,77,25,55,15
2017-04-24,51,49,82,30
2017-04-25,95,60,77,30
2017-04-26,119,66,57,25
2017-04-27,102,87,82,33
2017-04-28,129,56,39,26
2017-04-29,97,53,34,18
2017-04-30,78,51,69,25
2017-05-01,110,69,70,24
2017-05-02,160,70,11,35
2017-05-03,124,67,20,39
2017-05-04,95,65,53,21
2017-05-05,97,40,59,25
2017-05-06,101,49,76,26
